Age,Weight,Height,Activity Level,Gender,Basic Metabolic Rate,BMI,Diet Breakfast,Diet Lunch,Diet Dinner,Snacks
23,118.9,175.0,Extremely Active,Female,2006.75,38.8,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
19,94.5,199.1,Extremely Active,Male,2099.375,23.8,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
53,89.4,194.1,Sedentary,Male,1847.125,23.7,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
25,81.6,183.6,Extremely Active,Female,1677.5,24.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
19,95.0,160.3,Lightly Active,Other,1695.875,37.0,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
19,95.9,159.4,Extremely Active,Female,1699.25,37.7,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
25,88.9,162.5,Moderately Active,Other,1618.625,33.7,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
43,103.4,184.0,Lightly Active,Female,1808.0,30.5,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
54,74.8,156.1,Very Active,Male,1458.625,30.7,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
31,106.8,158.0,Very Active,Female,1739.5,42.8,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
62,94.5,152.9,Lightly Active,Male,1595.625,40.4,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
68,74.2,197.1,Extremely Active,Male,1638.875,19.1,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
45,62.6,188.8,Extremely Active,Male,1586.0,17.6,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
50,83.7,165.4,Lightly Active,Male,1625.75,30.6,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Chips_300_Calories
61,81.8,179.3,Very Active,Other,1472.625,25.4,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Fruit_120_Calories
37,70.6,157.5,Moderately Active,Other,1344.375,28.5,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
52,91.4,172.6,Very Active,Other,1571.75,30.7,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
63,50.4,163.0,Very Active,Other,1046.75,19.0,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
54,72.8,160.5,Moderately Active,Female,1300.125,28.3,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
34,95.4,195.5,Extremely Active,Other,1844.875,25.0,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
66,51.8,152.5,Lightly Active,Female,980.125,22.3,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
60,90.4,160.8,Extremely Active,Female,1448.0,35.0,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
75,76.4,193.1,Very Active,Other,1434.875,20.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
61,103.0,196.3,Lightly Active,Other,1790.875,26.7,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
21,64.9,187.5,Sedentary,Other,1554.875,18.5,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
26,107.5,183.3,Moderately Active,Other,1929.625,32.0,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
37,64.5,176.5,Extremely Active,Male,1568.125,20.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
64,92.5,171.3,Moderately Active,Female,1514.625,31.5,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
18,63.9,171.9,Extremely Active,Other,1462.375,21.6,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
70,88.3,186.8,Very Active,Male,1705.5,25.3,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
38,83.2,169.4,Lightly Active,Female,1539.75,29.0,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
50,65.7,158.0,Lightly Active,Female,1233.5,26.3,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
52,90.9,194.1,Very Active,Other,1701.125,24.1,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
61,65.5,168.3,Moderately Active,Other,1240.875,23.1,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
23,85.6,171.3,Extremely Active,Male,1816.625,29.2,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
39,110.0,186.8,Extremely Active,Female,1911.5,31.5,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
42,110.5,152.6,Very Active,Male,1853.75,47.5,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
20,95.3,163.3,Extremely Active,Male,1878.625,35.7,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
79,82.6,165.4,Extremely Active,Male,1469.75,30.2,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
79,96.9,183.0,Lightly Active,Other,1556.75,28.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
25,106.7,180.2,Very Active,Other,1907.25,32.9,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
62,105.4,192.9,Sedentary,Male,1954.625,28.3,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
29,88.4,164.8,Lightly Active,Female,1608.0,32.5,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Fruit_120_Calories
69,71.5,153.1,Extremely Active,Other,1165.875,30.5,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
46,96.0,181.9,Lightly Active,Other,1705.875,29.0,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Chips_300_Calories
72,51.3,194.2,Extremely Active,Male,1371.75,13.6,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
49,117.8,154.1,Extremely Active,Other,1735.125,49.6,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
19,73.1,175.8,Very Active,Male,1739.75,23.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
34,79.2,172.2,Lightly Active,Male,1703.25,26.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
68,88.4,168.3,Extremely Active,Other,1434.875,31.2,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
36,100.2,182.3,Moderately Active,Other,1800.375,30.2,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
32,61.3,167.7,Very Active,Female,1340.125,21.8,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
39,76.3,187.1,Very Active,Male,1742.375,21.8,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
65,72.3,153.3,Very Active,Female,1195.125,30.8,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
65,53.9,170.8,Very Active,Other,1120.5,18.5,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
23,81.8,172.8,Extremely Active,Other,1622.0,27.4,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Nuts_250_Calories
51,56.2,193.2,Extremely Active,Other,1353.5,15.1,Eggs & Toast_450_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
60,111.8,160.0,Extremely Active,Female,1657.0,43.7,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
20,87.1,178.6,Very Active,Other,1726.25,27.3,Oatmeal_350_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
45,107.2,173.4,Moderately Active,Male,1935.75,35.7,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
58,91.7,175.8,Sedentary,Male,1730.75,29.7,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
73,115.5,162.5,Sedentary,Male,1810.625,43.7,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
37,55.7,176.3,Sedentary,Other,1312.875,17.9,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
33,101.2,150.6,Sedentary,Female,1627.25,44.6,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
25,97.8,182.0,Lightly Active,Male,1995.5,29.5,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
62,105.7,180.4,Moderately Active,Female,1713.5,32.5,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
47,90.1,169.1,Extremely Active,Other,1561.875,31.5,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
53,71.1,199.0,Very Active,Female,1528.75,18.0,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Fruit_120_Calories
51,71.9,179.0,Very Active,Other,1421.75,22.4,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
66,112.1,169.3,Extremely Active,Male,1854.125,39.1,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
67,74.8,183.4,Lightly Active,Female,1398.25,22.2,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
34,107.0,192.9,Very Active,Female,1944.625,28.8,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
74,103.6,157.0,Very Active,Other,1486.25,42.0,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
42,85.7,171.1,Extremely Active,Male,1721.375,29.3,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
76,113.8,190.8,Very Active,Other,1789.5,31.3,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
23,71.1,171.0,Lightly Active,Other,1503.75,24.3,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
69,50.5,177.7,Very Active,Other,1109.625,16.0,Smoothie_300_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
76,103.0,159.0,Sedentary,Female,1482.75,40.7,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
79,103.5,157.1,Lightly Active,Male,1626.875,41.9,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
60,63.7,182.1,Sedentary,Male,1480.125,19.2,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
37,107.1,150.7,Sedentary,Other,1666.875,47.2,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
35,110.1,197.0,Sedentary,Male,2162.25,28.4,Oatmeal_350_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
63,96.0,161.5,Very Active,Other,1493.375,36.8,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
50,86.4,153.6,Very Active,Other,1413.0,36.6,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
80,94.0,154.1,Lightly Active,Male,1508.125,39.6,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
40,94.6,173.2,Lightly Active,Female,1667.5,31.5,Smoothie_300_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
51,109.4,184.7,Extremely Active,Female,1832.375,32.1,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
56,66.1,196.7,Very Active,Female,1449.375,17.1,Smoothie_300_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
27,114.2,172.9,Moderately Active,Other,1926.625,38.2,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
23,116.5,152.9,Extremely Active,Other,1844.625,49.8,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
30,65.4,194.4,Moderately Active,Other,1558.0,17.3,Yogurt & Fruit_400_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
79,57.4,159.9,Very Active,Other,1017.375,22.4,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
60,97.2,185.4,Very Active,Female,1669.75,28.3,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Chips_300_Calories
73,57.9,176.2,Extremely Active,Other,1154.25,18.6,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
34,67.4,166.3,Sedentary,Male,1548.375,24.4,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
77,61.5,154.4,Moderately Active,Female,1034.0,25.8,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
35,110.1,179.8,Lightly Active,Female,1888.75,34.1,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Chips_300_Calories
22,113.6,161.1,Sedentary,Male,2037.875,43.8,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
78,71.9,180.0,Moderately Active,Female,1293.0,22.2,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
43,73.2,181.0,Lightly Active,Male,1653.25,22.3,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
32,82.5,179.9,Sedentary,Other,1628.375,25.5,Smoothie_300_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Nuts_250_Calories
63,59.5,158.1,Extremely Active,Male,1273.125,23.8,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
79,104.7,173.6,Moderately Active,Female,1576.0,34.7,Eggs & Toast_450_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
71,87.3,181.9,Sedentary,Female,1493.875,26.4,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
35,70.8,150.2,Moderately Active,Male,1476.75,31.4,Oatmeal_350_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
47,83.7,186.0,Sedentary,Other,1603.5,24.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
24,91.5,167.1,Sedentary,Other,1678.375,32.8,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
46,74.1,167.9,Very Active,Female,1399.375,26.3,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
28,68.8,151.8,Moderately Active,Other,1335.75,29.9,Smoothie_300_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Nuts_250_Calories
23,60.2,182.4,Extremely Active,Other,1466.0,18.1,Oatmeal_350_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Chips_300_Calories
54,97.7,187.5,Moderately Active,Other,1717.875,27.8,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
54,81.0,171.3,Very Active,Other,1449.625,27.6,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
38,56.2,157.6,Lightly Active,Other,1196.0,22.6,Smoothie_300_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
73,92.6,156.3,Extremely Active,Male,1542.875,37.9,Smoothie_300_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
68,58.2,159.5,Extremely Active,Male,1243.875,22.9,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
68,59.3,199.7,Lightly Active,Male,1506.125,14.9,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
40,95.3,172.3,Moderately Active,Other,1668.875,32.1,Eggs & Toast_450_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
71,110.2,182.9,Moderately Active,Other,1729.125,32.9,Eggs & Toast_450_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
28,100.9,185.2,Extremely Active,Female,1865.5,29.4,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
61,119.0,156.7,Very Active,Female,1703.375,48.5,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
77,67.1,167.2,Lightly Active,Other,1170.0,24.0,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
48,107.8,192.8,Moderately Active,Male,2048.0,29.0,Yogurt & Fruit_400_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
77,91.8,170.4,Sedentary,Female,1437.0,31.6,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
32,102.8,181.3,Lightly Active,Other,1840.125,31.3,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
69,83.6,182.3,Extremely Active,Male,1635.375,25.2,Smoothie_300_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
66,58.7,173.1,Extremely Active,Male,1343.875,19.6,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
74,106.7,188.0,Extremely Active,Female,1711.0,30.2,Smoothie_300_Calories,Sandwich_500_Calories,Fish and Rice_700_Calories,Protein Bar_200_Calories
79,74.3,183.6,Lightly Active,Female,1334.5,22.0,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
74,61.4,153.1,Lightly Active,Female,1039.875,26.2,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
19,87.3,195.2,Sedentary,Female,1837.0,22.9,Smoothie_300_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Nuts_250_Calories
58,87.0,162.7,Lightly Active,Male,1601.875,32.9,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
25,68.3,165.5,Sedentary,Female,1431.375,24.9,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
23,102.5,194.0,Lightly Active,Female,1961.5,27.2,Eggs & Toast_450_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
33,75.1,169.6,Moderately Active,Female,1485.0,26.1,Oatmeal_350_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
73,87.2,182.5,Very Active,Other,1486.625,26.2,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
59,88.2,178.2,Moderately Active,Male,1705.75,27.8,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
70,116.1,191.4,Very Active,Other,1846.25,31.7,Yogurt & Fruit_400_Calories,Salad_300_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
50,118.6,161.9,Extremely Active,Male,1952.875,45.2,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
41,98.3,173.6,Sedentary,Female,1702.0,32.6,Eggs & Toast_450_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
32,50.1,176.2,Lightly Active,Other,1281.25,16.1,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
52,106.0,172.9,Sedentary,Female,1719.625,35.5,Yogurt & Fruit_400_Calories,Sandwich_500_Calories,Beef Stew_750_Calories,Fruit_120_Calories
47,112.2,162.4,Moderately Active,Other,1741.0,42.5,Oatmeal_350_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
69,118.8,169.6,Extremely Active,Male,1908.0,41.3,Smoothie_300_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
43,51.4,163.8,Moderately Active,Female,1161.75,19.2,Smoothie_300_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Fruit_120_Calories
71,110.2,196.2,Very Active,Other,1812.25,28.6,Eggs & Toast_450_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
22,110.7,193.7,Extremely Active,Male,2212.625,29.5,Oatmeal_350_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
18,63.5,175.3,Very Active,Female,1479.625,20.7,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
77,108.7,159.3,Very Active,Female,1536.625,42.8,Oatmeal_350_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
44,53.3,197.8,Sedentary,Female,1388.25,13.6,Eggs & Toast_450_Calories,Salad_300_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
38,54.9,188.0,Sedentary,Other,1373.0,15.5,Oatmeal_350_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Nuts_250_Calories
23,91.5,171.8,Lightly Active,Other,1712.75,31.0,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
76,117.6,178.6,Lightly Active,Other,1751.25,36.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
42,82.9,176.8,Extremely Active,Female,1563.0,26.5,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
35,76.4,151.2,Sedentary,Male,1539.0,33.4,Smoothie_300_Calories,Sandwich_500_Calories,Vegetarian Pizza_800_Calories,Fruit_120_Calories
22,84.8,164.6,Sedentary,Male,1771.75,31.3,Oatmeal_350_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Nuts_250_Calories
74,119.2,171.7,Extremely Active,Male,1900.125,40.4,Eggs & Toast_450_Calories,Pasta_650_Calories,Grilled Chicken with Vegetables_500_Calories,Fruit_120_Calories
50,96.5,169.1,Extremely Active,Female,1610.875,33.7,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
67,88.5,189.6,Extremely Active,Male,1740.0,24.6,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
35,105.5,168.5,Lightly Active,Female,1772.125,37.2,Eggs & Toast_450_Calories,Stir Fry_600_Calories,Beef Stew_750_Calories,Chips_300_Calories
26,83.2,195.6,Lightly Active,Male,1929.5,21.7,Yogurt & Fruit_400_Calories,Pasta_650_Calories,Beef Stew_750_Calories,Chips_300_Calories
27,85.0,176.4,Lightly Active,Other,1656.5,27.3,Oatmeal_350_Calories,Stir Fry_600_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
54,104.2,173.2,Extremely Active,Other,1693.5,34.7,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Chips_300_Calories
49,83.4,192.7,Extremely Active,Female,1632.375,22.5,Smoothie_300_Calories,Pasta_650_Calories,Fish and Rice_700_Calories,Fruit_120_Calories
48,59.0,151.2,Lightly Active,Female,1134.0,25.8,Oatmeal_350_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
27,52.3,196.2,Very Active,Male,1619.25,13.6,Yogurt & Fruit_400_Calories,Salad_300_Calories,Beef Stew_750_Calories,Chips_300_Calories
62,95.0,175.9,Moderately Active,Other,1578.375,30.7,Oatmeal_350_Calories,Pasta_650_Calories,Vegetarian Pizza_800_Calories,Chips_300_Calories
66,57.4,172.0,Sedentary,Female,1158.0,19.4,Oatmeal_350_Calories,Salad_300_Calories,Fish and Rice_700_Calories,Nuts_250_Calories
53,112.2,156.6,Sedentary,Other,1674.75,45.8,Smoothie_300_Calories,Sandwich_500_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
50,85.2,161.7,Sedentary,Male,1617.625,32.6,Smoothie_300_Calories,Stir Fry_600_Calories,Grilled Chicken with Vegetables_500_Calories,Protein Bar_200_Calories
32,51.1,165.3,Very Active,Other,1223.125,18.7,Eggs & Toast_450_Calories,Salad_300_Calories,Beef Stew_750_Calories,Protein Bar_200_Calories
79,69.0,166.4,Extremely Active,Other,1174.0,24.9,Yogurt & Fruit_400_Calories,Stir Fry_600_Calories,Vegetarian Pizza_800_Calories,Protein Bar_200_Calories
